brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_year_only
7,332,1,2018,3,1197.0,57568.0,1,432000,8443.0,0.0,1,2018.0
7,199,1,2019,3,1197.0,43305.0,1,553000,10811.0,0.0,0,2019.0
10,377,0,2017,3,999.0,56687.0,1,279000,5457.0,0.0,1,2018.0
6,361,1,2016,3,1198.0,27368.0,1,337000,6588.0,0.0,0,2016.0
12,636,1,2022,0,1197.0,32677.0,1,727000,14219.0,0.0,1,2022.0
2,137,1,2017,3,1497.0,70725.0,2,613000,11992.0,0.0,1,2017.0
5,546,0,2021,3,1353.0,13153.0,1,1491000,28380.0,0.0,0,2021.0
2,39,1,2019,3,1199.0,58524.0,2,504000,9851.0,0.0,0,2019.0
7,729,1,2020,3,1462.0,82142.0,1,730000,14268.0,0.0,0,2020.0
3,816,1,2014,0,1197.0,83724.0,2,362000,12031.0,0.0,0,2014.0
7,741,1,2013,3,998.0,19147.0,2,247000,6494.0,0.0,0,2013.0
3,421,1,2019,0,1086.0,63126.0,1,474000,9265.0,0.0,0,2019.0
3,225,1,2015,0,1197.0,71476.0,1,443000,11666.0,0.0,0,2015.0
12,634,1,2022,0,1199.0,40949.0,1,721000,14087.0,0.0,1,2022.0
7,26,1,2017,3,998.0,98904.0,1,273000,5332.0,0.0,0,2017.0
12,424,0,2023,2,1197.0,40647.0,1,1411000,26857.0,0.0,1,2023.0
1,220,1,2013,3,1499.0,79269.0,1,335000,8822.0,0.0,0,2014.0
2,736,1,2017,3,1199.0,52817.0,2,537000,10500.0,0.0,0,2017.0
3,232,1,2015,3,1197.0,101695.0,2,429000,9537.0,0.0,0,2015.0
7,204,1,2018,3,1197.0,76745.0,1,590000,11538.0,0.0,0,2018.0
7,535,0,2020,3,998.0,31302.0,1,436000,8530.0,0.0,1,2020.0
3,277,0,2019,3,1197.0,23115.0,1,607000,11861.0,0.0,1,2019.0
5,554,1,2022,3,1497.0,29134.0,1,1222000,23260.0,0.0,1,2022.0
7,74,0,2016,3,1197.0,89112.0,1,475000,9289.0,0.0,1,2016.0
7,336,0,2022,3,1197.0,20115.0,1,625000,12215.0,0.0,1,2022.0
6,779,0,2022,1,2184.0,26005.0,1,1593000,30326.0,0.0,0,2022.0
2,59,1,2018,3,1497.0,35709.0,1,721000,14087.0,0.0,1,2018.0
1,212,1,2021,1,1498.0,70310.0,1,831000,15822.0,0.0,1,2021.0
7,619,1,2018,3,1197.0,73844.0,2,537000,10489.0,0.0,0,2018.0
3,232,1,2015,3,1197.0,54932.0,1,455000,8888.0,0.0,0,2016.0
2,39,1,2017,3,1198.0,45651.0,2,424000,8287.0,0.0,0,2017.0
12,666,1,2017,3,1199.0,73180.0,1,387000,7560.0,0.0,0,2017.0
7,611,1,2021,3,1197.0,52266.0,1,584000,11413.0,0.0,0,2021.0
3,410,1,2021,3,1197.0,44186.0,1,709000,13856.0,0.0,1,2021.0
2,137,1,2016,0,1497.0,71930.0,2,570000,12677.0,0.0,0,2016.0
7,26,1,2023,3,998.0,7540.0,1,466000,9119.0,0.0,1,2023.0
7,223,1,2023,0,1197.0,28162.0,1,614000,12004.0,0.0,0,2023.0
2,736,1,2019,3,1199.0,79639.0,1,694000,13573.0,0.0,0,2019.0
12,428,1,2018,3,1198.0,36153.0,2,548000,10712.0,0.0,0,2018.0
8,312,0,2023,3,1451.0,30857.0,1,2004000,38144.0,0.0,0,2023.0
1,212,1,2021,1,1498.0,24617.0,1,873000,16617.0,0.0,0,2021.0
12,590,0,2022,1,1956.0,44610.0,1,1655000,31501.0,0.0,0,2022.0
9,400,1,2012,3,1198.0,86119.0,1,184000,6102.0,0.0,1,2012.0
6,763,1,2023,1,1497.0,6428.0,1,1400000,26648.0,0.0,1,2023.0
3,240,1,2014,3,814.0,43937.0,1,218000,4851.0,0.0,1,2014.0
2,136,0,2022,3,1498.0,9308.0,1,1144000,21775.0,0.0,1,2022.0
3,158,1,2017,3,1591.0,31841.0,1,771000,15081.0,0.0,0,2017.0
2,44,0,2019,3,1498.0,49976.0,1,660000,12895.0,0.0,1,2019.0
3,713,1,2013,3,1591.0,77451.0,2,387000,10190.0,0.0,1,2013.0
3,158,1,2017,3,1591.0,53041.0,2,701000,13707.0,0.0,0,2017.0
7,617,1,2014,3,1197.0,73079.0,1,372000,8277.0,0.0,1,2014.0
13,338,1,2022,3,2694.0,21296.0,1,2051000,39039.0,0.0,0,2023.0
2,39,1,2015,3,1198.0,27779.0,1,367000,7174.0,0.0,0,2015.0
1,213,1,2019,3,1497.0,74910.0,1,692000,13526.0,0.0,0,2019.0
3,271,1,2019,3,1197.0,72742.0,1,462000,9041.0,0.0,0,2020.0
12,595,0,2021,1,1956.0,62380.0,1,1864000,35474.0,0.0,1,2021.0
2,344,0,2021,3,1199.0,30141.0,1,786000,15359.0,0.0,0,2021.0
10,193,0,2018,3,1498.0,107311.0,1,614000,13660.0,0.0,0,2018.0
7,34,1,2022,0,796.0,21397.0,1,427000,8339.0,0.0,1,2022.0
6,760,1,2022,1,1197.0,57845.0,1,935000,17797.0,0.0,0,2022.0
3,705,1,2017,3,1591.0,97913.0,2,676000,13221.0,0.0,0,2017.0
7,29,0,2016,3,998.0,44902.0,2,289000,5659.0,0.0,0,2016.0
3,306,1,2019,3,1197.0,42870.0,1,498000,9743.0,0.0,1,2019.0
2,49,1,2018,1,1498.0,33476.0,1,752000,14700.0,0.0,0,2018.0
2,137,1,2013,3,1497.0,84818.0,1,471000,12402.0,0.0,0,2013.0
10,183,1,2015,1,1197.0,94510.0,2,574000,12768.0,0.0,0,2015.0
1,213,1,2016,3,1499.0,71617.0,1,625000,12224.0,0.0,0,2016.0
10,191,1,2017,1,1461.0,71918.0,2,749000,14645.0,0.0,0,2017.0
7,26,1,2016,3,998.0,65574.0,3,318000,6217.0,0.0,0,2016.0
7,94,0,2018,3,998.0,40683.0,1,504000,9862.0,0.0,0,2018.0
7,71,1,2022,3,1197.0,23050.0,1,754000,14741.0,0.0,0,2022.0
3,817,1,2014,1,1396.0,35024.0,1,520000,13685.0,0.0,0,2014.0
6,787,0,2023,3,1997.0,11330.0,1,2487000,47338.0,0.0,0,2023.0
12,6,1,2020,3,1199.0,11336.0,1,735000,14370.0,0.0,0,2020.0
10,383,0,2020,3,999.0,24745.0,1,483000,9435.0,0.0,0,2020.0
6,657,0,2023,3,1997.0,11796.0,1,1445000,27504.0,0.0,1,2023.0
7,99,1,2015,3,998.0,31672.0,1,414000,8086.0,0.0,0,2015.0
3,301,1,2018,3,1197.0,26623.0,2,483000,9439.0,0.0,0,2018.0
7,102,0,2019,3,998.0,56397.0,1,483000,9444.0,0.0,0,2019.0
3,813,1,2010,3,1197.0,62220.0,2,271000,24091.0,0.0,0,2010.0
10,383,0,2017,3,999.0,46878.0,2,357000,6985.0,0.0,0,2017.0
7,743,0,2016,3,998.0,21014.0,1,431000,8426.0,0.0,0,2016.0
7,99,1,2015,3,998.0,69696.0,1,418000,8163.0,0.0,0,2015.0
3,226,1,2016,3,1197.0,43248.0,1,658000,12861.0,0.0,0,2016.0
12,5,1,2023,3,1199.0,14929.0,1,897000,17074.0,0.0,0,2023.0
10,642,1,2021,3,999.0,54387.0,1,590000,11529.0,0.0,0,2021.0
5,552,1,2019,1,1493.0,40508.0,2,1120000,21318.0,0.0,0,2019.0
3,806,1,2013,3,1197.0,97083.0,1,350000,9222.0,0.0,0,2013.0
12,5,1,2022,3,1199.0,16535.0,1,866000,16478.0,0.0,0,2022.0
7,611,1,2014,3,1197.0,32533.0,1,480000,10679.0,0.0,0,2014.0
14,54,0,2018,1,1498.0,63632.0,2,692000,13527.0,0.0,0,2018.0
12,323,1,2022,1,1956.0,49190.0,1,1687000,32110.0,0.0,1,2022.0
5,555,0,2020,1,1493.0,94361.0,2,1020000,19415.0,0.0,0,2020.0
10,383,0,2020,3,999.0,27782.0,1,483000,9441.0,0.0,0,2020.0
7,99,1,2017,3,998.0,38004.0,2,452000,8837.0,0.0,0,2017.0
7,605,1,2016,3,1197.0,57333.0,1,619000,12104.0,0.0,0,2016.0
3,702,1,2016,1,1582.0,69384.0,2,730000,14278.0,0.0,0,2016.0
3,405,0,2021,3,1197.0,30962.0,2,863000,16418.0,0.0,0,2021.0
10,645,1,2021,3,999.0,37624.0,1,706000,13811.0,0.0,0,2021.0
7,335,1,2023,3,1197.0,19575.0,1,692000,13525.0,0.0,0,2023.0
3,179,0,2015,1,1582.0,106215.0,1,835000,18155.0,0.0,1,2015.0
7,30,1,2023,3,998.0,9152.0,1,541000,10586.0,0.0,0,2023.0
12,454,0,2020,3,1199.0,45096.0,1,997000,18977.0,0.0,0,2020.0
3,164,0,2020,3,1353.0,13530.0,2,1513000,28799.0,0.0,1,2020.0
3,306,1,2019,3,1197.0,50441.0,1,565000,11054.0,0.0,0,2019.0
3,277,0,2021,3,1197.0,36554.0,1,690000,13486.0,0.0,0,2021.0
13,283,1,2020,3,1197.0,98650.0,1,740000,14467.0,0.0,0,2020.0
3,691,0,2021,3,998.0,30322.0,1,1041000,19814.0,0.0,0,2021.0
3,306,1,2015,3,1197.0,73390.0,1,418000,8180.0,0.0,0,2015.0
3,422,1,2018,3,1086.0,44778.0,1,456000,8922.0,0.0,0,2018.0
12,671,0,2021,3,1199.0,31090.0,1,688000,13452.0,0.0,0,2021.0
2,734,1,2018,3,1197.0,58535.0,2,641000,12537.0,0.0,0,2018.0
5,568,0,2020,3,998.0,36244.0,1,1069000,20347.0,0.0,0,2020.0
3,177,1,2016,3,1591.0,69273.0,2,826000,15722.0,0.0,0,2016.0
7,66,0,2017,3,1197.0,80229.0,1,624000,12207.0,0.0,0,2017.0
10,378,1,2018,3,799.0,39413.0,2,329000,6433.0,0.0,0,2018.0
0,517,1,2021,3,999.0,20686.0,1,489000,9553.0,0.0,0,2021.0
14,698,0,2016,3,1197.0,88166.0,2,655000,12808.0,0.0,0,2016.0
7,611,1,2014,3,1197.0,70724.0,1,465000,10352.0,0.0,0,2014.0
3,420,0,2019,3,1086.0,31510.0,1,521000,10187.0,0.0,0,2019.0
10,193,0,2018,3,1498.0,36228.0,2,764000,14939.0,0.0,0,2018.0
7,335,1,2018,3,1197.0,92528.0,2,456000,8922.0,0.0,0,2018.0
7,754,0,2022,3,1462.0,18659.0,1,1269000,24154.0,0.0,1,2022.0
7,611,1,2016,3,1197.0,68284.0,1,554000,10829.0,0.0,0,2016.0
2,43,1,2020,3,1199.0,35911.0,2,712000,13914.0,0.0,0,2020.0
5,549,1,2020,1,1493.0,51041.0,2,1152000,21927.0,0.0,0,2020.0
3,306,1,2019,3,1197.0,65145.0,1,551000,10763.0,0.0,0,2019.0
5,564,0,2022,3,1353.0,32533.0,1,1665000,31692.0,0.0,0,2022.0
3,792,1,2014,3,1197.0,67606.0,1,412000,9165.0,0.0,0,2014.0
7,743,0,2017,3,998.0,44109.0,2,482000,9423.0,0.0,0,2017.0
3,802,1,2014,3,1197.0,48379.0,2,311000,6918.0,0.0,0,2014.0
7,106,0,2020,3,1462.0,44980.0,1,947000,18025.0,0.0,0,2020.0
12,462,0,2019,3,1198.0,59737.0,2,766000,14975.0,0.0,0,2019.0
10,380,1,2023,3,999.0,1768.0,1,561000,10968.0,0.0,0,2023.0
7,112,1,2018,3,1462.0,30948.0,1,743000,14525.0,0.0,0,2018.0
3,306,1,2018,3,1197.0,15854.0,1,568000,11101.0,0.0,0,2018.0
7,30,1,2023,3,998.0,5654.0,1,550000,10753.0,0.0,0,2023.0
3,685,1,2019,1,1493.0,52061.0,2,1001000,19049.0,0.0,0,2019.0
7,608,1,2013,1,1248.0,96413.0,1,383000,12721.0,0.0,0,2013.0
7,536,1,2020,3,998.0,36650.0,1,435000,8504.0,0.0,0,2020.0
12,483,0,2022,3,1199.0,45037.0,1,882000,16782.0,0.0,0,2022.0
10,367,1,2021,3,999.0,41535.0,1,469000,9169.0,0.0,0,2021.0
10,191,1,2016,1,1461.0,51829.0,1,765000,14961.0,0.0,1,2016.0
7,536,1,2019,3,998.0,35153.0,2,392000,7664.0,0.0,0,2019.0
12,329,0,2022,1,1956.0,32613.0,2,1816000,34566.0,0.0,1,2022.0
10,378,1,2017,3,799.0,33582.0,1,360000,7047.0,0.0,0,2017.0
7,94,0,2015,3,998.0,33709.0,1,416000,8133.0,0.0,0,2015.0
10,383,0,2019,3,1197.0,23998.0,1,502000,9819.0,0.0,0,2019.0
3,687,1,2022,3,998.0,35746.0,1,1160000,22080.0,0.0,1,2022.0
3,691,0,2019,3,998.0,43922.0,2,865000,16458.0,0.0,0,2019.0
10,367,1,2021,3,999.0,15159.0,1,483000,9440.0,0.0,0,2021.0
10,365,0,2018,3,999.0,19178.0,1,413000,8076.0,0.0,0,2018.0
3,294,1,2015,3,1197.0,31281.0,1,489000,9565.0,0.0,0,2015.0
7,69,0,2017,3,1197.0,39601.0,2,585000,11437.0,0.0,1,2017.0
6,648,1,2016,1,1493.0,38730.0,2,603000,11780.0,0.0,0,2016.0
7,68,1,2017,3,1197.0,54225.0,1,661000,12922.0,0.0,0,2017.0
3,710,1,2013,1,1582.0,46332.0,1,506000,16806.0,0.0,1,2013.0
3,308,0,2018,3,1197.0,50840.0,1,597000,11666.0,0.0,0,2018.0
7,101,0,2015,3,998.0,70593.0,1,420000,8213.0,0.0,0,2015.0
12,672,0,2023,3,1199.0,2280.0,1,773000,15112.0,0.0,0,2023.0
7,613,0,2018,3,1197.0,57341.0,1,591000,11554.0,0.0,0,2018.0
10,374,1,2018,3,799.0,90747.0,2,306000,5973.0,0.0,0,2018.0
10,377,0,2021,3,999.0,10015.0,1,487000,9526.0,0.0,0,2021.0
2,39,1,2016,3,1198.0,51836.0,2,421000,8231.0,0.0,0,2016.0
2,142,0,2017,3,1497.0,42019.0,1,889000,16914.0,0.0,0,2017.0
10,642,1,2021,3,999.0,14852.0,1,594000,11622.0,0.0,0,2021.0
3,403,0,2022,3,1197.0,12885.0,1,1042000,19834.0,0.0,0,2022.0
7,92,1,2017,3,998.0,42178.0,1,443000,8661.0,0.0,0,2017.0
10,497,1,2014,1,1461.0,83897.0,1,292000,7689.0,0.0,0,2014.0
12,3,1,2021,3,1199.0,31073.0,2,564000,11026.0,0.0,1,2021.0
3,718,0,2021,3,1497.0,26949.0,2,1269000,24146.0,0.0,1,2021.0
14,494,1,2013,3,1198.0,85861.0,3,407000,10727.0,0.0,0,2013.0
7,74,0,2016,3,1197.0,83635.0,3,531000,10377.0,0.0,1,2016.0
7,94,0,2022,3,998.0,9778.0,1,610000,11926.0,0.0,0,2022.0
14,488,1,2019,3,999.0,45905.0,2,675000,13196.0,0.0,0,2019.0
12,7,1,2021,1,1497.0,30989.0,1,908000,17283.0,0.0,0,2021.0
10,381,1,2021,3,999.0,3779.0,1,484000,9453.0,0.0,0,2021.0
7,68,1,2017,3,1197.0,67549.0,1,660000,12909.0,0.0,0,2017.0
3,297,1,2018,3,1197.0,65464.0,3,511000,9981.0,0.0,0,2018.0
13,278,1,2022,3,1197.0,48331.0,1,720000,14076.0,0.0,0,2022.0
10,645,1,2023,3,999.0,20237.0,1,752000,14702.0,0.0,0,2023.0
3,816,1,2012,3,1197.0,52538.0,2,401000,13315.0,0.0,0,2012.0
2,137,1,2011,3,1497.0,68165.0,3,347000,16334.0,0.0,0,2011.0
6,357,1,2018,3,1198.0,35107.0,1,495000,9686.0,0.0,0,2018.0
6,768,1,2015,1,2179.0,75492.0,2,884000,19220.0,0.0,0,2015.0
7,120,1,2015,3,1373.0,95738.0,2,485000,9482.0,0.0,0,2015.0
3,705,1,2018,3,1591.0,32982.0,1,846000,16097.0,0.0,0,2018.0
14,490,0,2016,3,1197.0,67884.0,2,680000,13294.0,0.0,0,2016.0
7,108,1,2018,3,1462.0,91581.0,1,648000,12669.0,0.0,0,2018.0
10,372,1,2022,3,999.0,16120.0,2,504000,9859.0,0.0,0,2022.0
7,478,1,2014,3,796.0,64243.0,1,279000,6206.0,0.0,0,2014.0
11,351,0,2022,3,1498.0,18748.0,1,1742000,33163.0,0.0,0,2022.0
10,369,0,2017,3,999.0,55810.0,2,364000,7121.0,0.0,0,2017.0
3,411,1,2022,3,1197.0,38428.0,1,845000,16084.0,0.0,1,2022.0
7,127,1,2015,3,1373.0,25381.0,1,639000,12493.0,0.0,1,2015.0
12,666,1,2016,3,1199.0,39182.0,2,385000,7527.0,0.0,0,2016.0
6,653,0,2021,3,1997.0,52188.0,1,1365000,25982.0,0.0,1,2021.0
10,369,0,2017,3,999.0,89552.0,2,327000,6393.0,0.0,0,2017.0
7,253,0,2022,3,1462.0,29126.0,1,1167000,22220.0,0.0,1,2022.0
3,164,0,2022,3,1353.0,20634.0,1,1777000,33824.0,0.0,0,2022.0
10,374,1,2018,3,799.0,45146.0,3,291000,5690.0,0.0,1,2018.0
2,736,1,2017,3,1199.0,46533.0,2,672000,13135.0,0.0,0,2017.0
3,814,1,2011,3,1197.0,89388.0,3,249000,11721.0,0.0,0,2011.0
7,103,1,2021,3,998.0,22245.0,1,555000,10844.0,0.0,0,2021.0
3,680,1,2022,3,1197.0,9802.0,1,905000,17227.0,0.0,0,2022.0
3,168,0,2022,1,1493.0,27509.0,1,1760000,33500.0,0.0,0,2022.0
2,79,1,2014,3,1198.0,73789.0,1,365000,8119.0,0.0,0,2014.0
7,611,1,2016,3,1197.0,44499.0,2,509000,9951.0,0.0,0,2016.0
7,99,1,2016,3,998.0,46246.0,1,448000,8759.0,0.0,0,2016.0
2,139,1,2019,3,1497.0,55227.0,1,863000,16426.0,0.0,0,2019.0
7,608,1,2013,1,1248.0,93871.0,3,375000,12455.0,0.0,0,2013.0
4,150,0,2018,3,1368.0,42905.0,2,1309000,24923.0,0.0,0,2018.0
7,0,1,2010,3,998.0,103867.0,2,191000,16970.0,0.0,0,2010.0
7,245,1,2014,3,1373.0,92758.0,2,571000,12702.0,0.0,0,2014.0
7,103,1,2022,3,998.0,28788.0,1,563000,11007.0,0.0,0,2022.0
2,50,0,2019,1,1498.0,54515.0,2,675000,13189.0,0.0,0,2019.0
3,275,1,2022,0,1197.0,16247.0,1,749000,14651.0,0.0,0,2022.0
11,505,1,2013,3,1598.0,67426.0,1,468000,12324.0,0.0,0,2013.0
7,621,0,2022,3,1197.0,31707.0,1,842000,16027.0,0.0,0,2022.0
9,401,0,2013,3,1198.0,63505.0,2,337000,8875.0,0.0,0,2013.0
3,164,0,2020,3,1353.0,32794.0,1,1469000,27961.0,0.0,0,2020.0
10,383,0,2019,3,1197.0,17107.0,2,490000,9580.0,0.0,0,2019.0
7,94,0,2023,3,998.0,3951.0,1,648000,12669.0,0.0,0,2023.0
12,445,1,2020,3,1199.0,67069.0,1,800000,15227.0,0.0,0,2020.0
7,617,1,2016,3,1197.0,74061.0,2,521000,10195.0,0.0,0,2016.0
7,200,0,2017,3,1197.0,57506.0,1,559000,10929.0,0.0,0,2017.0
3,158,1,2017,3,1591.0,55852.0,1,801000,15246.0,0.0,0,2017.0
7,620,0,2020,3,1197.0,38807.0,2,721000,14096.0,0.0,0,2020.0
6,653,0,2021,3,1997.0,54460.0,1,1364000,25962.0,0.0,0,2021.0
10,373,0,2020,3,999.0,17546.0,1,454000,8867.0,0.0,0,2020.0
5,582,1,2022,1,1493.0,21176.0,1,1089000,20728.0,0.0,0,2022.0
13,257,1,2014,1,1364.0,121920.0,1,430000,11317.0,0.0,0,2014.0
10,193,0,2019,3,1498.0,67575.0,1,707000,13822.0,0.0,0,2019.0
3,225,1,2015,3,1197.0,109185.0,1,564000,12546.0,0.0,0,2015.0
14,625,1,2022,3,999.0,15979.0,1,1425000,27124.0,0.0,1,2022.0
13,281,0,2021,3,1197.0,28290.0,2,774000,15131.0,0.0,1,2021.0
7,611,1,2016,3,1197.0,69995.0,1,536000,10470.0,0.0,0,2016.0
2,140,0,2016,3,1497.0,92236.0,2,725000,14175.0,0.0,0,2016.0
2,82,0,2014,3,1198.0,93107.0,1,379000,8431.0,0.0,1,2014.0
3,678,0,2019,3,998.0,52244.0,1,788000,15406.0,0.0,0,2019.0
7,70,1,2015,1,1248.0,63916.0,2,565000,12570.0,0.0,0,2015.0
7,601,1,2014,1,1248.0,89284.0,1,572000,15057.0,0.0,0,2014.0
7,97,0,2019,3,998.0,27215.0,2,492000,9618.0,0.0,0,2019.0
13,796,1,2019,3,1496.0,42403.0,1,815000,15520.0,0.0,0,2019.0
3,705,1,2018,3,1591.0,60087.0,2,781000,15271.0,0.0,0,2018.0
7,69,0,2016,3,1197.0,62524.0,2,593000,11587.0,0.0,0,2016.0
3,177,1,2017,3,1591.0,52427.0,3,867000,16501.0,0.0,0,2017.0
12,446,1,2020,3,1199.0,54623.0,1,837000,15932.0,0.0,0,2020.0
3,816,1,2012,3,1197.0,62951.0,1,399000,13266.0,0.0,0,2012.0
10,380,1,2017,3,999.0,70817.0,1,329000,6432.0,0.0,0,2017.0
7,71,1,2017,3,1197.0,65943.0,1,573000,11203.0,0.0,0,2017.0
7,726,1,2016,1,1248.0,91544.0,1,709000,13861.0,0.0,0,2016.0
0,513,0,2018,3,999.0,54716.0,3,290000,5670.0,0.0,0,2018.0
3,171,1,2016,1,1582.0,58014.0,3,826000,15722.0,0.0,0,2016.0
7,733,0,2020,3,1462.0,50421.0,1,932000,17740.0,0.0,0,2020.0
2,140,0,2017,3,1497.0,93542.0,1,796000,15557.0,0.0,0,2017.0
3,717,1,2020,1,1493.0,60943.0,1,1288000,24516.0,0.0,0,2020.0
4,151,1,2018,3,1368.0,26635.0,1,1215000,23119.0,0.0,0,2018.0
3,815,1,2011,3,1197.0,65841.0,2,297000,13981.0,0.0,0,2011.0
8,310,0,2021,3,1451.0,31138.0,1,1698000,32320.0,0.0,1,2021.0
3,705,1,2018,3,1591.0,44659.0,2,808000,15380.0,0.0,0,2018.0
7,741,1,2015,3,998.0,49078.0,2,332000,6491.0,0.0,0,2015.0
2,43,1,2019,3,1199.0,22419.0,1,649000,12688.0,0.0,0,2019.0
4,149,1,2018,1,1956.0,63398.0,1,1281000,24383.0,0.0,0,2018.0
11,355,1,2021,3,1498.0,38566.0,1,1415000,26937.0,0.0,0,2021.0
3,277,0,2020,3,1197.0,14274.0,1,699000,13658.0,0.0,0,2020.0
7,332,1,2017,3,1197.0,56427.0,1,455000,8895.0,0.0,0,2017.0
2,139,1,2018,3,1497.0,85766.0,2,739000,14439.0,0.0,0,2018.0
7,127,1,2016,3,1373.0,75940.0,1,596000,11652.0,0.0,0,2016.0
3,817,1,2012,1,1396.0,84002.0,1,387000,18217.0,0.0,0,2012.0
3,404,1,2020,3,1197.0,28806.0,1,812000,15459.0,0.0,0,2020.0
3,792,1,2014,3,1197.0,72810.0,1,409000,9098.0,0.0,1,2014.0
3,422,1,2019,3,1086.0,33811.0,1,483000,9442.0,0.0,0,2019.0
7,66,0,2019,3,1197.0,65568.0,2,670000,13097.0,0.0,0,2019.0
2,737,1,2017,1,1498.0,32067.0,2,769000,15034.0,0.0,1,2017.0
3,225,1,2017,3,1197.0,82689.0,2,596000,11658.0,0.0,0,2017.0
7,76,1,2019,3,1197.0,59228.0,1,688000,13453.0,0.0,1,2019.0
3,702,1,2018,1,1582.0,117994.0,2,697000,15504.0,0.0,0,2018.0
0,518,0,2020,3,999.0,16537.0,2,396000,7733.0,0.0,0,2020.0
3,816,1,2014,3,1197.0,57769.0,1,462000,10277.0,0.0,0,2014.0
5,573,0,2020,1,1493.0,52562.0,1,1147000,21832.0,0.0,1,2020.0
3,235,1,2019,3,1197.0,21759.0,1,708000,13845.0,0.0,0,2019.0
7,68,1,2019,3,1197.0,36932.0,1,701000,13705.0,0.0,0,2019.0
2,79,1,2016,3,1198.0,53924.0,2,386000,7546.0,0.0,0,2016.0
12,628,0,2023,3,1197.0,2370.0,1,769000,15038.0,0.0,0,2023.0
7,126,0,2016,3,1373.0,66695.0,1,591000,11560.0,0.0,0,2016.0
12,449,1,2020,3,1199.0,45321.0,1,859000,16350.0,0.0,0,2020.0
2,137,1,2014,3,1497.0,73554.0,1,554000,12323.0,0.0,0,2014.0
3,19,1,2020,3,998.0,39924.0,1,686000,13418.0,0.0,1,2020.0
6,771,1,2018,1,2179.0,63473.0,2,1239000,23583.0,0.0,1,2018.0
3,684,0,2022,3,998.0,15703.0,1,1331000,25331.0,0.0,0,2022.0
10,366,1,2019,3,999.0,46836.0,1,367000,7175.0,0.0,0,2019.0
7,198,0,2017,1,1248.0,77413.0,2,660000,12903.0,0.0,0,2017.0
7,334,1,2021,3,1197.0,40034.0,1,508000,9939.0,0.0,0,2021.0
2,343,0,2015,3,1199.0,48627.0,1,541000,10577.0,0.0,0,2015.0
10,380,1,2023,3,999.0,1994.0,1,552000,10789.0,0.0,0,2023.0
3,306,1,2018,3,1197.0,43237.0,1,514000,10049.0,0.0,1,2018.0
1,213,1,2018,3,1497.0,36331.0,1,767000,14989.0,0.0,1,2018.0
13,282,1,2019,3,1197.0,45958.0,1,686000,13414.0,0.0,0,2019.0
11,350,0,2021,3,999.0,17310.0,2,1339000,25478.0,0.0,0,2021.0
7,611,1,2011,3,1197.0,86282.0,2,322000,15158.0,0.0,0,2011.0
3,297,1,2017,3,1197.0,45003.0,2,504000,9862.0,0.0,0,2017.0
3,407,1,2020,3,998.0,22995.0,1,863000,16426.0,0.0,0,2020.0
10,370,0,2020,3,999.0,18336.0,1,495000,9677.0,0.0,0,2020.0
5,578,1,2022,1,1493.0,22691.0,1,1071000,20381.0,0.0,1,2022.0
12,327,0,2020,1,1956.0,68859.0,1,1633000,31083.0,0.0,0,2020.0
12,594,0,2022,1,1956.0,15681.0,1,2173000,41359.0,0.0,0,2022.0
12,455,0,2018,1,1497.0,63671.0,1,872000,16598.0,0.0,0,2018.0
9,398,1,2018,3,1198.0,33048.0,3,360000,7043.0,0.0,0,2018.0
12,637,1,2021,3,1199.0,53454.0,1,638000,12473.0,0.0,0,2021.0
8,318,1,2023,3,1451.0,15940.0,1,1825000,34733.0,0.0,0,2023.0
3,179,0,2016,1,1582.0,113873.0,1,900000,19568.0,0.0,0,2016.0
6,774,1,2018,1,2179.0,80292.0,1,1067000,20313.0,0.0,0,2018.0
3,804,1,2011,3,1197.0,43583.0,1,255000,12004.0,0.0,0,2011.0
7,114,1,2018,1,1248.0,80245.0,2,701000,13705.0,0.0,0,2018.0
3,277,0,2019,3,1197.0,18462.0,1,650000,12701.0,0.0,0,2019.0
7,112,1,2020,3,1462.0,60741.0,1,756000,14780.0,0.0,0,2020.0
3,225,1,2017,3,1197.0,32241.0,1,710000,13881.0,0.0,0,2017.0
3,174,0,2019,3,1591.0,58130.0,2,1055000,20081.0,0.0,0,2019.0
10,381,1,2018,3,999.0,48905.0,1,370000,7243.0,0.0,0,2018.0
7,749,0,2021,3,1462.0,38819.0,1,1067000,20309.0,0.0,1,2021.0
1,218,0,2019,3,1497.0,47130.0,1,746000,14584.0,0.0,0,2019.0
1,214,0,2017,3,1499.0,47695.0,2,711000,13901.0,0.0,0,2017.0
4,145,1,2018,1,1956.0,80713.0,2,1348000,25651.0,0.0,0,2018.0
7,476,1,2023,3,1197.0,2896.0,1,659000,12880.0,0.0,0,2023.0
6,774,1,2016,1,2179.0,70027.0,2,880000,16750.0,0.0,0,2016.0
3,294,1,2016,3,1197.0,27480.0,1,518000,10127.0,0.0,0,2016.0
12,487,0,2023,3,1199.0,7511.0,1,927000,17642.0,0.0,1,2023.0
7,602,1,2012,3,1197.0,23960.0,1,460000,15273.0,0.0,0,2012.0
11,504,0,2021,3,999.0,50295.0,1,987000,18787.0,0.0,0,2021.0
3,707,0,2017,3,1591.0,58359.0,2,735000,14369.0,0.0,0,2017.0
3,226,1,2016,3,1197.0,36174.0,1,663000,12954.0,0.0,0,2016.0
